sim_number	x_coord_loc_0,x_coord_loc_1,x_coord_loc_2,x_coord_loc_3,x_coord_loc_4	y_coord_loc_0,y_coord_loc_1,y_coord_loc_2,y_coord_loc_3,y_coord_loc_4	m_0_1_1_0_z_1,m_0_2_2_0_z_2,m_0_3_3_0_z_3,m_0_4_4_0_z_4,m_1_0_0_1_z_5,m_1_2_2_1_z_7,m_1_3_3_1_z_8,m_1_4_4_1_z_9,m_2_0_0_2_z_10,m_2_1_1_2_z_11,m_2_3_3_2_z_13,m_2_4_4_2_z_14,m_3_0_0_3_z_15,m_3_1_1_3_z_16,m_3_2_2_3_z_17,m_3_4_4_3_z_19,m_4_0_0_4_z_20,m_4_1_1_4_z_21,m_4_2_2_4_z_22,m_4_3_3_4_z_23
sim242	4.528,5.477,7.524,7.259,3.232	9.267,8.396,7.961,1.9,6.425	0.001455591302,0.000573687128,0.000238639586,0.000600268444,0.001455591302,0.000895953201,0.000278351128,0.000627615219,0.000573687128,0.000895953201,0.000309054681,0.000411306615,0.000238639586,0.000278351128,0.000309054681,0.000309532696,0.000600268444,0.000627615219,0.000411306615,0.000309532696
sim246	6.091,1.475,8.537,5.038,1.756	6.022,2.444,9.801,8.328,3.272	0.000153231857,0.000198804866,0.000353021859,0.000174324228,0.000153231857,0.00008775583,0.000130101119,0.001023494396,0.000198804866,0.00008775583,0.000235729465,0.000095070573,0.000353021859,0.000130101119,0.000235729465,0.000148465808,0.000174324228,0.001023494396,0.000095070573,0.000148465808
sim256	2.332,8.667,5.062,3.908,8.827	7.634,0.831,1.61,6.357,1.435	0.000194437162,0.00027328902,0.000891066471,0.000201310935,0.000194437162,0.000490065003,0.000247842231,0.002892711325,0.00027328902,0.000490065003,0.000369982842,0.000479551537,0.000891066471,0.000247842231,0.000369982842,0.000259743474,0.000201310935,0.002892711325,0.000479551537,0.000259743474
sim257	2.484,4.18,2.193,0.981,9.397	4.149,6.22,5.549,1.212,3.842	0.00564897575,0.010574963494,0.004583295723,0.002185230592,0.00564897575,0.007210141743,0.002544604325,0.002637416821,0.010574963494,0.007210141743,0.003357945203,0.002042471252,0.004583295723,0.002544604325,0.003357945203,0.001714955097,0.002185230592,0.002637416821,0.002042471252,0.001714955097
sim258	8.608,9.531,5.255,1.917,1.059	8.296,9.066,1.051,6.733,5.979	0.00736105478,0.001108325539,0.001287715745,0.001120493996,0.00736105478,0.000973995801,0.001111090018,0.000981276449,0.001108325539,0.000973995801,0.001342661452,0.001367051264,0.001287715745,0.001111090018,0.001342661452,0.007746334957,0.001120493996,0.000981276449,0.001367051264,0.007746334957
sim259	1.349,4.434,6.393,8.553,7.328	4.795,1.393,5.491,2.282,6.322	0.000214896752,0.000193823294,0.000129350314,0.000159929006,0.000214896752,0.000217276891,0.000234206106,0.000172663392,0.000193823294,0.000217276891,0.000255131017,0.000788949492,0.000129350314,0.000234206106,0.000255131017,0.000233773735,0.000159929006,0.000172663392,0.000788949492,0.000233773735
sim263	3.317,7.909,7.519,3.418,9.506	3.388,5.326,5.416,9.289,1.489	0.000928135397,0.00099147599,0.000783823154,0.000714576748,0.000928135397,0.011557823309,0.000772350943,0.001113073125,0.00099147599,0.011557823309,0.000820103407,0.001051109894,0.000783823154,0.000772350943,0.000820103407,0.000467528033,0.000714576748,0.001113073125,0.001051109894,0.000467528033
sim266	5.475,6.641,7.732,6.341,0.426	2.795,6.883,7.386,7.535,2.697	0.001154591952,0.000959423445,0.001018626506,0.000971932402,0.001154591952,0.004085511361,0.006838734802,0.0006550175,0.000959423445,0.004085511361,0.003508477636,0.000565379718,0.001018626506,0.006838734802,0.003508477636,0.000642304679,0.000971932402,0.0006550175,0.000565379718,0.000642304679
sim267	2.518,7.042,9.884,9.441,0.548	9.085,7.409,2.257,0.82,0.434	0.001875725821,0.000900985507,0.000839353681,0.001019940589,0.001875725821,0.001537996664,0.001290531795,0.000949559626,0.000900985507,0.001537996664,0.006017943898,0.000951333776,0.000839353681,0.001290531795,0.006017943898,0.001016628643,0.001019940589,0.000949559626,0.000951333776,0.001016628643
sim269	9.341,8.349,1.955,6.109,1.37	5.716,2.731,9.013,5.845,8.144	0.001369874736,0.00053273011,0.001332159244,0.000517122264,0.001369874736,0.000480716432,0.001123308333,0.000487872497,0.00053273011,0.000480716432,0.000824813856,0.00411332897,0.001332159244,0.001123308333,0.000824813856,0.000818073558,0.000517122264,0.000487872497,0.00411332897,0.000818073558
sim271	9.01,5.575,4.166,2.845,5.46	4.863,7.905,7.322,7.725,0.843	0.001153476609,0.000974257114,0.000778668887,0.000986845893,0.001153476609,0.003470869765,0.001934465854,0.000749342535,0.000974257114,0.003470869765,0.003832119931,0.000801058462,0.000778668887,0.001934465854,0.003832119931,0.000718894951,0.000986845893,0.000749342535,0.000801058462,0.000718894951
sim273	7.874,0.084,9.547,0.126,4.683	7.901,4.926,8.529,8.28,0.572	0.001038292664,0.004845068393,0.001116123067,0.001083131951,0.001038292664,0.00085505731,0.002581211255,0.001367113336,0.004845068393,0.00085505731,0.000918696401,0.000928389172,0.001116123067,0.002581211255,0.000918696401,0.000966916451,0.001083131951,0.001367113336,0.000928389172,0.000966916451
sim282	6.761,9.716,9.893,4.138,3.78	2.848,8.228,5.272,7.951,7.12	0.000768445855,0.001190976208,0.000822078584,0.00090546661,0.000768445855,0.001592819335,0.000844568284,0.000781119341,0.001190976208,0.001592819335,0.000743038647,0.000738590782,0.000822078584,0.000844568284,0.000743038647,0.005212896354,0.00090546661,0.000781119341,0.000738590782,0.005212896354
sim283	1.514,5.51,1.761,5.996,1.96	8.951,1.634,3.68,3.766,4.622	0.001057029163,0.001670053458,0.001285812463,0.002024973634,0.001057029163,0.002063355123,0.004030066063,0.001899202114,0.001670053458,0.002063355123,0.002080447463,0.009153096199,0.001285812463,0.004030066063,0.002080447463,0.00213596432,0.002024973634,0.001899202114,0.009153096199,0.00213596432
sim285	7.396,2.01,5.926,4.603,1.571	4.272,6.161,7.028,4.318,5.746	0.001893846623,0.003460643486,0.003869658424,0.001798991058,0.001893846623,0.002695059589,0.003397862578,0.017893205793,0.003460643486,0.002695059589,0.003584385753,0.002381048363,0.003869658424,0.003397862578,0.003584385753,0.003225298334,0.001798991058,0.017893205793,0.002381048363,0.003225298334
sim288	0.559,7.773,7.471,3.849,8.715	5.628,4.429,6.007,4.738,2.385	0.00079044612,0.000835045048,0.001696029814,0.00065858943,0.00079044612,0.003597885113,0.001468568336,0.002568401628,0.000835045048,0.003597885113,0.001506174462,0.001509396935,0.001696029814,0.001468568336,0.001506174462,0.001069463115,0.00065858943,0.002568401628,0.001509396935,0.001069463115
sim289	0.423,8.977,8.911,7.042,9.88	9.82,4.069,4.539,6.496,4.883	0.000582911401,0.000601031998,0.000811200457,0.000563207817,0.000582911401,0.01265955519,0.001935712358,0.004942181364,0.000601031998,0.01265955519,0.002220300807,0.005843299279,0.000811200457,0.001935712358,0.002220300807,0.00184059933,0.000563207817,0.004942181364,0.005843299279,0.00184059933
sim294	6.029,0.209,0.113,8.914,0.401	9.192,5.663,4.035,3.609,7.26	0.000723196031,0.000627193286,0.00078326528,0.000827227475,0.000723196031,0.003018293044,0.000550345715,0.003060190319,0.000627193286,0.003018293044,0.000558636597,0.001520249909,0.00078326528,0.000550345715,0.000558636597,0.000531402345,0.000827227475,0.003060190319,0.001520249909,0.000531402345
sim298	2.182,1.679,4.264,1.206,1.643	9.903,4.99,4.459,7.545,9.281	0.001717821445,0.001455557624,0.003324353477,0.01030777351,0.001717821445,0.00321479945,0.003264981773,0.001977039144,0.001455557624,0.00321479945,0.001952757647,0.00154579547,0.003324353477,0.003264981773,0.001952757647,0.004739120458,0.01030777351,0.001977039144,0.00154579547,0.004739120458
