sim_number	index_location_0,index_location_1,index_location_2,index_location_3,index_location_4	R_0_0,R_0_1,R_0_2,R_0_3,R_0_4	S_0_0,S_0_1,S_0_2,S_0_3,S_0_4	beta_0,beta_1,beta_2,beta_3,beta_4 	mu	sampling_rate_0,sampling_rate_1,sampling_rate_2,sampling_rate_3,sampling_rate_4	max_tips	mean_migration_rate	 tree_length	num_tips	mean_branch_length	loc0_imports_per_capita_from_0,loc0_imports_per_capita_from_1,loc0_imports_per_capita_from_2,loc0_imports_per_capita_from_3,loc0_imports_per_capita_from_4:loc1_imports_per_capita_from_0,loc1_imports_per_capita_from_1,loc1_imports_per_capita_from_2,loc1_imports_per_capita_from_3,loc1_imports_per_capita_from_4:loc2_imports_per_capita_from_0,loc2_imports_per_capita_from_1,loc2_imports_per_capita_from_2,loc2_imports_per_capita_from_3,loc2_imports_per_capita_from_4:loc3_imports_per_capita_from_0,loc3_imports_per_capita_from_1,loc3_imports_per_capita_from_2,loc3_imports_per_capita_from_3,loc3_imports_per_capita_from_4:loc4_imports_per_capita_from_0,loc4_imports_per_capita_from_1,loc4_imports_per_capita_from_2,loc4_imports_per_capita_from_3,loc4_imports_per_capita_from_4	 infections_per_capita_0,infections_per_capita_1,infections_per_capita_2,infections_per_capita_3,infections_per_capita_4	time_of_first_import_0,time_of_first_import_1,time_of_first_import_2,time_of_first_import_3,time_of_first_import_4	proportion_tips_sampled 	time_of_mass_sample	runtime	num_I_at_mass_sample_time	num_extant_sampled
sim211	0,0,1,0,0	2.69600,2.97740,4.67246,2.68664,3.03548	1000000,1000000,1000000,1000000,1000000	0.000000054135,0.000000059786,0.000000093822,0.000000053947,0.000000060952	.01772	.00236,.00236,.00236,.00236,.00236	499	.00174	100.00000831	82	17.71953836	0,0,4e-05,0,0:0,0,4e-05,0,0:0,0,0,0,0:0,0,4e-05,0,0:0,0,4e-05,0,0	8.4e-05,0.00011,0.002253,6e-05,5.2e-05	46.08676532,35.6531054,0,49.61440664,50.95507574	1	100	100	1966	17
sim216	0,0,0,0,1	6.22652,3.09056,4.68494,6.05384,2.34038	1000000,1000000,1000000,1000000,1000000	0.000000311201,0.000000154466,0.000000234153,0.000000302570,0.000000116972	.04645	.00353,.00353,.00353,.00353,.00353	499	.00037	100.00000960	44	14.22070069	0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:0,0,0,0,0	4.2e-05,2.8e-05,3e-06,1.2e-05,0.001035	67.99196794,71.50023987,90.13010851,84.59112096,0	1	100	100	621	6
sim220	0,0,0,0,1	2.75642,6.46442,7.53194,7.62770,2.32022	1000000,1000000,1000000,1000000,1000000	0.000000076407,0.000000179193,0.000000208785,0.000000211439,0.000000064316	.02642	.00130,.00130,.00130,.00130,.00130	499	.00437	100.00000978	155	11.27312328	0,3e-05,0.00015,4e-05,1e-05:1e-05,0,0.00018,3e-05,0:0,3e-05,0,3e-05,1e-05:1e-05,3e-05,0.00014,0,1e-05:1e-05,2e-05,0.00016,3e-05,0	0.000156,0.001043,0.007709,0.001666,0.000116	65.11059641,62.56999047,45.47268209,60.45807274,0	1	100	100	9228	90
sim223	0,0,0,1,0	2.62364,4.47032,3.36068,4.78142,5.76200	1000000,1000000,1000000,1000000,1000000	0.000000057037,0.000000097184,0.000000073061,0.000000103948,0.000000125265	.02073	.00101,.00101,.00101,.00101,.00101	499	.00395	100.00000851	23	18.14361247	0,1e-05,0,2e-05,1e-05:0,0,1e-05,2e-05,1e-05:0,1e-05,0,3e-05,1e-05:0,0,1e-05,0,2e-05:0,0,1e-05,3e-05,0	4.8e-05,0.000177,0.000136,0.00062,0.000401	54.98618869,59.01230175,28.51211144,0,54.85408935	1	100	100	1108	10
sim225	0,0,1,0,0	4.41866,5.35862,3.14624,4.80302,7.28456	1000000,1000000,1000000,1000000,1000000	0.000000090140,0.000000109315,0.000000064183,0.000000097981,0.000000148605	.01805	.00235,.00235,.00235,.00235,.00235	499	.00495	100.00000997	245	14.53678754	0,7e-05,3e-05,5e-05,0.00023:3e-05,0,3e-05,4e-05,0.00023:4e-05,6e-05,0,6e-05,0.00025:3e-05,7e-05,3e-05,0,0.00024:2e-05,7e-05,3e-05,6e-05,0	0.000589,0.001584,0.00043,0.001037,0.006866	29.98153767,18.68103855,0,18.63698339,43.42579401	1	100	100	8816	77
sim227	0,0,0,1,0	4.29254,3.06770,3.81644,4.98026,5.94146	1000000,1000000,1000000,1000000,1000000	0.000000069024,0.000000049328,0.000000061368,0.000000080082,0.000000095538	.01367	.00241,.00241,.00241,.00241,.00241	499	.00136	100.00000937	43	18.49308730	0,0,0,1e-05,0:0,0,0,1e-05,0:0,0,0,1e-05,0:0,0,0,0,0:0,0,0,1e-05,0	2.1e-05,1.3e-05,7.1e-05,0.000736,0.000119	58.94368925,60.84254573,39.97687762,0,38.72651162	1	100	100	757	7
sim228	0,1,0,0,0	2.08862,3.12170,4.88102,6.05732,3.39638	1000000,1000000,1000000,1000000,1000000	0.000000058314,0.000000087157,0.000000136278,0.000000169120,0.000000094826	.02681	.00111,.00111,.00111,.00111,.00111	499	.00367	100.00000975	55	17.54119242	0,1e-05,1e-05,4e-05,2e-05:0,0,1e-05,4e-05,2e-05:0,1e-05,0,5e-05,1e-05:0,1e-05,1e-05,0,2e-05:1e-05,1e-05,2e-05,5e-05,0	0.000131,0.000194,0.000606,0.002102,0.000458	19.44683091,0,49.02564736,45.23913982,18.27203555	1	100	100	2789	30
sim235	0,0,0,0,1	2.39456,7.25084,7.10696,2.16680,7.44842	1000000,1000000,1000000,1000000,1000000	0.000000039222,0.000000118768,0.000000116412,0.000000035492,0.000000122005	.01311	.00327,.00327,.00327,.00327,.00327	499	.00054	100.00000981	281	12.72854408	0,0,0,0,3e-05:0,0,0,0,3e-05:0,0,0,0,3e-05:0,0,0,0,3e-05:0,0,0,0,0	1.5e-05,0.000496,0.000152,1.4e-05,0.007334	56.39591671,52.5064819,67.73625855,66.11806653,0	1	100	100	6919	67
sim239	0,0,0,1,0	4.26158,4.79150,6.27800,2.40446,2.88584	1000000,1000000,1000000,1000000,1000000	0.000000084208,0.000000094680,0.000000124053,0.000000047512,0.000000057024	.01849	.00127,.00127,.00127,.00127,.00127	499	.00290	100.00000968	24	22.79317247	0,0,1e-05,0,0:2e-05,0,1e-05,0,0:2e-05,1e-05,0,0,0:2e-05,1e-05,1e-05,0,0:1e-05,1e-05,1e-05,0,0	0.000475,0.00015,0.000524,7.8e-05,3.3e-05	9.50799526,30.83401971,41.28613813,0,57.66097488	1	100	100	970	6
sim243	0,0,0,0,1	5.37542,3.62378,3.00962,2.96624,3.80012	1000000,1000000,1000000,1000000,1000000	0.000000192923,0.000000130057,0.000000108015,0.000000106458,0.000000136386	.03125	.00464,.00464,.00464,.00464,.00464	499	.00079	100.00000954	81	12.17395332	0,0,0,0,1e-05:0,0,0,0,1e-05:0,0,0,0,1e-05:0,0,0,0,2e-05:0,0,0,0,0	4.7e-05,9.5e-05,5e-05,5.6e-05,0.001892	77.44524694,60.79079383,69.38283878,75.12379803,0	1	100	100	1628	22
sim244	0,1,0,0,0	4.65398,5.58728,4.31282,7.60958,4.47584	1000000,1000000,1000000,1000000,1000000	0.000000112114,0.000000134597,0.000000103895,0.000000183314,0.000000107822	.02015	.00394,.00394,.00394,.00394,.00394	499	.00373	100.00000998	499	11.39661720	0,7e-05,3e-05,0.00052,4e-05:3e-05,0,3e-05,0.00056,4e-05:4e-05,8e-05,0,0.00057,3e-05:4e-05,1e-04,2e-05,0,4e-05:3e-05,7e-05,4e-05,0.00054,0	0.001078,0.002632,0.000789,0.026189,0.001096	49.93204358,0,49.120969,44.3375539,51.07126241	0.496024	100	100	27204	122
sim246	1,0,0,0,0	7.19462,5.00630,2.31746,4.20848,7.16756	1000000,1000000,1000000,1000000,1000000	0.000000120294,0.000000083705,0.000000038747,0.000000070365,0.000000119841	.01640	.00032,.00032,.00032,.00032,.00032	499	.00331	100.00000995	281	21.86849979	0,5e-05,3e-05,6e-05,0.00014:0.00059,0,4e-05,6e-05,0.00012:0.00056,6e-05,0,4e-05,0.00014:6e-04,6e-05,4e-05,0,0.00013:6e-04,6e-05,3e-05,5e-05,0	0.021145,0.00148,0.000368,0.00126,0.004957	0,35.21864786,32.04417354,32.39962353,30.81448173	1	100	100	24826	202
sim260	1,0,0,0,0	3.57068,6.37868,7.36730,5.60948,4.93724	1000000,1000000,1000000,1000000,1000000	0.000000070485,0.000000125915,0.000000145430,0.000000110731,0.000000097461	.01898	.00076,.00076,.00076,.00076,.00076	499	.00289	100.00000984	20	20.01759649	0,0,3e-05,0,0:1e-05,0,3e-05,0,0:0,0,0,0,0:0,0,4e-05,0,0:1e-05,0,2e-05,0,0	0.000152,9.6e-05,0.001304,8.7e-05,8.2e-05	0,64.48824458,49.2564839,73.5458312,63.23016577	1	100	100	1455	10
sim261	0,0,0,1,0	6.19724,2.15234,2.90126,2.09024,5.57354	1000000,1000000,1000000,1000000,1000000	0.000000183252,0.000000063644,0.000000085790,0.000000061808,0.000000164809	.02856	.00101,.00101,.00101,.00101,.00101	499	.00194	100.00000996	185	13.41285412	0,0,0,0,8e-05:4e-05,0,0,0,9e-05:5e-05,0,0,0,0.00011:4e-05,0,0,0,8e-05:5e-05,0,0,0,0	0.004983,8e-05,0.000185,7.8e-05,0.007675	44.52586249,71.36186253,42.66351567,0,20.29315867	1	100	100	10819	99
sim266	1,0,0,0,0	4.20830,3.33140,5.59520,5.47544,4.75340	1000000,1000000,1000000,1000000,1000000	0.000000072382,0.000000057300,0.000000096237,0.000000094177,0.000000081758	.01251	.00469,.00469,.00469,.00469,.00469	499	.00033	100.00000766	41	17.21134431	0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:0,0,0,0,0	0.00025,1e-05,1e-06,0.000219,0	0,52.76431658,36.90866667,46.37593791,99.24516193	1	100	100	367	7
sim268	1,0,0,0,0	4.80818,3.33740,7.82090,4.70324,6.39260	1000000,1000000,1000000,1000000,1000000	0.000000081690,0.000000056702,0.000000132877,0.000000079908,0.000000108610	.01578	.00121,.00121,.00121,.00121,.00121	499	.00284	100.00000984	113	16.78842803	0,0,8e-05,1e-05,1e-05:2e-05,0,8e-05,2e-05,2e-05:2e-05,1e-05,0,1e-05,1e-05:2e-05,1e-05,9e-05,0,2e-05:2e-05,1e-05,7e-05,1e-05,0	0.000517,0.00011,0.003977,0.000243,0.00065	0,24.16140826,34.98777995,25.44481262,48.98025415	1	100	100	4709	56
sim275	1,0,0,0,0	6.53378,3.42896,3.82484,2.70860,3.14168	1000000,1000000,1000000,1000000,1000000	0.000000105977,0.000000055617,0.000000062038,0.000000043933,0.000000050958	.01304	.00318,.00318,.00318,.00318,.00318	499	.00217	100.00000997	245	15.85244748	0,0,1e-05,1e-05,1e-05:0.00012,0,1e-05,0,0:0.00013,0,0,0,1e-05:0.00012,0,1e-05,0,1e-05:0.00013,1e-05,1e-05,0,0	0.005873,0.000108,0.000197,9e-05,0.000181	0,28.81709586,19.71786082,38.37651704,41.4160457	1	100	100	5397	51
sim279	1,0,0,0,0	2.63228,2.38484,2.81390,3.24698,7.89890	1000000,1000000,1000000,1000000,1000000	0.000000129297,0.000000117143,0.000000138218,0.000000159491,0.000000387993	.04741	.00171,.00171,.00171,.00171,.00171	499	.00123	100.00000999	371	6.54341088	0,0,0,1e-05,7e-05:1e-05,0,0,0,6e-05:1e-05,0,0,0,7e-05:1e-05,0,0,0,8e-05:2e-05,0,0,0,0	0.001522,4.9e-05,0.000104,0.000165,0.022864	0,71.47411277,71.15641449,64.42889418,71.97887386	1	100	100	21103	232
sim284	0,1,0,0,0	5.17748,5.68088,7.34078,5.17454,2.68262	1000000,1000000,1000000,1000000,1000000	0.000000074918,0.000000082202,0.000000106221,0.000000074875,0.000000038817	.01265	.00182,.00182,.00182,.00182,.00182	499	.00382	100.00000969	117	20.80367390	0,8e-05,4e-05,4e-05,1e-05:2e-05,0,6e-05,3e-05,1e-05:2e-05,8e-05,0,3e-05,1e-05:3e-05,9e-05,5e-05,0,1e-05:3e-05,8e-05,4e-05,3e-05,0	0.000456,0.001807,0.001338,0.000604,0.000111	27.41177574,0,29.18097949,7.03496207,20.77085121	1	100	100	3555	40
sim288	0,0,0,1,0	2.41052,4.60346,3.52802,4.33904,2.96444	1000000,1000000,1000000,1000000,1000000	0.000000049945,0.000000095383,0.000000073100,0.000000089904,0.000000061423	.01902	.00170,.00170,.00170,.00170,.00170	499	.00430	100.00000953	34	19.68639751	0,4e-05,1e-05,1e-05,0:0,0,1e-05,1e-05,0:0,4e-05,0,1e-05,0:0,5e-05,1e-05,0,1e-05:0,4e-05,1e-05,1e-05,0	3.2e-05,0.000984,0.000143,0.000254,5.1e-05	14.8233834,16.92613267,32.62638473,0,53.96440406	1	100	100	1100	9
sim290	0,0,0,1,0	4.51682,4.33466,5.68454,3.48536,2.83004	1000000,1000000,1000000,1000000,1000000	0.000000092865,0.000000089120,0.000000116874,0.000000071659,0.000000058185	.01609	.00447,.00447,.00447,.00447,.00447	499	.00112	100.00000965	499	12.86360590	0,0,0.00012,0,0:1e-05,0,9e-05,0,0:0,1e-05,0,0,0:0,1e-05,1e-04,0,0:1e-05,1e-05,0.00012,0,0	0.000409,0.000397,0.011307,0.000161,9.7e-05	50.59683751,56.88683338,7.16618475,0,17.62970781	0.818033	100	100	10055	75
sim293	0,0,0,1,0	2.20214,5.12624,4.86290,2.73482,4.68806	1000000,1000000,1000000,1000000,1000000	0.000000073573,0.000000171267,0.000000162469,0.000000091370,0.000000156628	.02965	.00376,.00376,.00376,.00376,.00376	499	.00417	100.00000998	499	13.94146452	0,3e-04,0.00054,9e-05,1e-04:4e-05,0,0.00056,9e-05,1e-04:4e-05,0.00029,0,9e-05,0.00012:5e-05,3e-04,0.00054,0,0.00013:5e-05,3e-04,0.00052,8e-05,0	0.000729,0.011701,0.0211,0.00212,0.004256	23.48130981,42.71729139,9.68469423,0,47.87734444	0.385328	100	100	31327	117
sim301	0,0,1,0,0	5.10500,4.64558,4.08302,2.09078,5.92424	1000000,1000000,1000000,1000000,1000000	0.000000140387,0.000000127753,0.000000112283,0.000000057496,0.000000162916	.02252	.00498,.00498,.00498,.00498,.00498	499	.00490	100.00000975	389	10.93762512	0,2e-05,6e-05,1e-05,0.00014:6e-05,0,7e-05,1e-05,0.00012:6e-05,3e-05,0,2e-05,0.00012:6e-05,3e-05,6e-05,0,0.00014:6e-05,3e-05,6e-05,3e-05,0	0.001796,0.000694,0.001389,0.000218,0.004386	41.23101687,32.02067083,0,11.83362431,42.7496956	1	100	100	6823	73
sim307	0,0,1,0,0	6.76142,6.70556,5.62340,3.61976,6.85790	1000000,1000000,1000000,1000000,1000000	0.000000114470,0.000000113525,0.000000095204,0.000000061282,0.000000116104	.01425	.00268,.00268,.00268,.00268,.00268	499	.00016	100.00000997	32	18.31066884	0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:0,0,0,0,0	0,1e-05,0.000745,0,0	94.26100594,88.9670149,0,-1,-1	1	100	100	597	4
sim308	0,0,1,0,0	5.49446,4.35404,4.40714,5.49812,3.61958	1000000,1000000,1000000,1000000,1000000	0.000000142471,0.000000112900,0.000000114277,0.000000142566,0.000000093855	.02318	.00275,.00275,.00275,.00275,.00275	499	.00262	100.00000982	494	12.96435878	0,2e-05,1e-04,2e-04,2e-05:4e-05,0,0.00012,0.00018,1e-05:3e-05,2e-05,0,0.00016,1e-05:3e-05,3e-05,1e-04,0,2e-05:3e-05,2e-05,8e-05,2e-04,0	0.00184,0.001004,0.00471,0.010273,0.000411	30.1310404,31.66754549,0,41.22629208,47.42165849	1	100	100	14655	109
sim312	0,1,0,0,0	2.46872,4.26632,2.16350,6.80774,5.39228	1000000,1000000,1000000,1000000,1000000	0.000000058335,0.000000100813,0.000000051123,0.000000160866,0.000000127419	.01992	.00371,.00371,.00371,.00371,.00371	499	.00245	100.00000870	60	14.09007961	0,0,0,0,3e-05:0,0,0,0,2e-05:0,1e-05,0,0,2e-05:0,0,0,0,2e-05:0,0,0,0,0	2.7e-05,0.000187,1.5e-05,0.000258,0.001313	52.15633598,0,66.80206892,74.2071909,10.16840339	1	100	100	1464	13
sim313	0,0,0,0,1	4.32548,5.18210,3.76898,4.49282,7.51988	1000000,1000000,1000000,1000000,1000000	0.000000057788,0.000000069232,0.000000050353,0.000000060024,0.000000100465	.01149	.00187,.00187,.00187,.00187,.00187	499	.00059	100.00000995	458	17.65085501	0,0,0,0,9e-05:0,0,0,0,0.00011:0,0,0,0,9e-05:0,0,0,0,9e-05:0,0,0,0,0	0.000106,0.000132,7.9e-05,0.000145,0.015349	51.70213119,49.91816726,35.50476051,29.2648179,0	1	100	100	13643	133
sim316	0,0,0,0,1	5.16026,4.23518,2.28212,5.63252,4.89896	1000000,1000000,1000000,1000000,1000000	0.000000103979,0.000000085338,0.000000045984,0.000000113495,0.000000098714	.01997	.00018,.00018,.00018,.00018,.00018	499	.00279	100.00000989	94	26.23109348	0,1e-05,1e-05,5e-05,0.00012:6e-05,0,1e-05,6e-05,0.00011:8e-05,1e-05,0,4e-05,0.00011:6e-05,1e-05,1e-05,0,0.00011:6e-05,1e-05,1e-05,6e-05,0	0.002598,0.000414,0.000164,0.002183,0.004144	11.82053479,29.94761508,50.58501468,28.95924471,0	1	100	100	7614	77
sim317	0,0,1,0,0	7.88372,6.95534,4.96268,3.62324,7.89194	1000000,1000000,1000000,1000000,1000000	0.000000117073,0.000000103286,0.000000073695,0.000000053805,0.000000117195	.01364	.00121,.00121,.00121,.00121,.00121	499	.00109	100.00000998	499	17.41368339	0,1e-05,2e-05,1e-05,5e-05:0.00018,0,3e-05,1e-05,5e-05:0.00016,1e-05,0,1e-05,7e-05:2e-04,1e-05,1e-05,0,5e-05:2e-04,1e-05,2e-05,0,0	0.019394,0.000633,0.001351,0.000266,0.005943	18.7504856,47.95251229,0,26.96208015,19.7094523	0.96332	100	100	23974	217
sim322	0,0,0,1,0	3.13034,2.95124,3.93932,2.57072,4.69520	1000000,1000000,1000000,1000000,1000000	0.000000116041,0.000000109402,0.000000146030,0.000000095296,0.000000174051	.03528	.00179,.00179,.00179,.00179,.00179	499	.00314	100.00000998	350	15.16394942	0,6e-05,0.00011,3e-05,0.00018:4e-05,0,1e-04,3e-05,0.00021:4e-05,6e-05,0,3e-05,0.00019:4e-05,7e-05,1e-04,0,0.00018:4e-05,7e-05,0.00012,3e-05,0	0.001435,0.002401,0.004499,0.001031,0.009777	23.38536717,6.64412647,36.6009742,0,40.94471433	1	100	100	14059	135
sim330	1,0,0,0,0	5.02388,4.87406,6.60998,2.42168,2.44676	1000000,1000000,1000000,1000000,1000000	0.000000100929,0.000000097919,0.000000132794,0.000000048651,0.000000049155	.01894	.00115,.00115,.00115,.00115,.00115	499	.00379	100.00000973	47	21.36798014	0,1e-05,4e-05,1e-05,0:5e-05,0,4e-05,1e-05,0:5e-05,1e-05,0,1e-05,0:5e-05,1e-05,3e-05,0,1e-05:4e-05,1e-05,3e-05,1e-05,0	0.0012,0.000254,0.001287,0.000121,5.2e-05	0,36.61163113,5.8471711,25.19719564,51.68531218	1	100	100	2386	23
sim334	0,0,1,0,0	4.07042,7.41734,3.98342,4.35752,3.96200	1000000,1000000,1000000,1000000,1000000	0.000000067568,0.000000123127,0.000000066124,0.000000072334,0.000000065769	.01328	.00332,.00332,.00332,.00332,.00332	499	.00218	100.00000941	36	15.56122272	0,2e-05,1e-05,0,0:0,0,1e-05,0,0:0,2e-05,0,0,0:0,1e-05,0,0,0:0,2e-05,1e-05,0,0	4e-05,0.000682,0.00016,1.9e-05,3.6e-05	60.82257007,33.6428479,0,64.12025413,52.66741971	1	100	100	785	7
sim339	0,0,1,0,0	3.66626,4.98560,6.46970,4.57706,2.63150	1000000,1000000,1000000,1000000,1000000	0.000000048137,0.000000065460,0.000000084947,0.000000060096,0.000000034551	.01019	.00294,.00294,.00294,.00294,.00294	499	.00158	100.00000932	23	15.36393737	0,0,1e-05,0,0:0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:0,0,1e-05,0,0	1.1e-05,2e-06,0.000359,2e-06,2e-06	65.84296639,89.53899546,0,74.05583472,84.96297478	1	100	100	311	5
sim341	0,0,0,1,0	3.71114,4.38554,2.94374,5.66384,2.99372	1000000,1000000,1000000,1000000,1000000	0.000000069880,0.000000082579,0.000000055430,0.000000106650,0.000000056371	.01646	.00237,.00237,.00237,.00237,.00237	499	.00258	100.00000977	187	16.94334407	0,2e-05,1e-05,0.00011,1e-05:1e-05,0,1e-05,0.00011,1e-05:1e-05,2e-05,0,1e-04,0:1e-05,2e-05,1e-05,0,0:1e-05,2e-05,1e-05,0.00011,0	0.000246,0.000786,0.000176,0.004503,0.00017	37.12483206,22.91095434,28.01845935,0,27.49196928	1	100	100	4703	44
sim343	1,0,0,0,0	5.72810,7.98404,5.64242,2.00822,5.21264	1000000,1000000,1000000,1000000,1000000	0.000000114791,0.000000160000,0.000000113074,0.000000040244,0.000000104461	.01748	.00256,.00256,.00256,.00256,.00256	499	.00321	100.00000999	499	15.73169321	0,0.00023,1e-04,3e-05,1e-04:0.00031,0,8e-05,2e-05,7e-05:0.00035,0.00023,0,3e-05,9e-05:0.00034,0.00023,8e-05,0,1e-04:0.00035,0.00023,9e-05,3e-05,0	0.011921,0.01085,0.003152,0.00031,0.003049	0,42.8749859,31.55790755,33.34128754,28.04796018	0.61529	100	100	24537	141
sim351	0,0,0,1,0	5.21048,4.30424,6.52850,2.72030,3.82100	1000000,1000000,1000000,1000000,1000000	0.000000121925,0.000000100719,0.000000152766,0.000000063655,0.000000089411	.02177	.00163,.00163,.00163,.00163,.00163	499	.00314	100.00000998	499	15.66137225	0,7e-05,0.00069,5e-05,7e-05:9e-05,0,0.00069,6e-05,6e-05:9e-05,6e-05,0,4e-05,5e-05:1e-04,7e-05,0.00069,0,6e-05:1e-04,7e-05,0.00063,4e-05,0	0.003496,0.002187,0.032817,0.000912,0.001417	31.46191064,19.02089477,23.46344944,0,32.96904615	0.594048	100	100	33977	210
sim353	0,1,0,0,0	7.20122,7.90676,5.54444,4.12280,5.08688	1000000,1000000,1000000,1000000,1000000	0.000000154250,0.000000169362,0.000000118761,0.000000088310,0.000000108960	.02005	.00137,.00137,.00137,.00137,.00137	499	.00046	100.00000997	499	13.32378036	0,0.00013,0,0,0:0,0,0,0,0:0,0.00011,0,0,0:0,0.00012,0,0,0:0,0.00014,0,0,0	0.000399,0.044564,0.000178,0.000161,0.000239	69.99838793,0,78.37385431,64.75390246,63.09435915	0.641388	100	100	39681	251
sim372	0,0,0,0,1	6.60596,3.98798,3.84938,2.25854,2.39510	1000000,1000000,1000000,1000000,1000000	0.000000261265,0.000000157724,0.000000152242,0.000000089325,0.000000094726	.03779	.00176,.00176,.00176,.00176,.00176	499	.00158	100.00000987	24	20.72064793	0,0,0,0,1e-05:0,0,0,0,1e-05:0,0,0,0,1e-05:0,0,0,0,1e-05:0,0,0,0,0	0.000201,1.7e-05,5.9e-05,1.3e-05,0.000833	73.43678421,37.48438133,63.73045767,55.79503299,0	1	100	100	727	7
sim373	0,0,0,0,1	7.79486,7.11134,2.29934,6.80276,4.35164	1000000,1000000,1000000,1000000,1000000	0.000000146777,0.000000133906,0.000000043296,0.000000128095,0.000000081941	.01393	.00490,.00490,.00490,.00490,.00490	499	.00402	100.00000993	499	13.67716314	0,7e-05,4e-05,0.00014,6e-05:0.00057,0,2e-05,0.00012,6e-05:0.00054,7e-05,0,0.00016,6e-05:0.00054,7e-05,3e-05,0,7e-05:0.00053,9e-05,2e-05,0.00015,0	0.019551,0.002625,0.000361,0.004475,0.001275	9.33521735,28.32132485,33.83558002,32.75733769,0	0.386822	100	100	24247	86
sim376	0,0,0,0,1	2.28326,2.00234,7.44056,4.23446,2.30282	1000000,1000000,1000000,1000000,1000000	0.000000079274,0.000000069521,0.000000258336,0.000000147020,0.000000079953	.03042	.00430,.00430,.00430,.00430,.00430	499	.00441	100.00000591	33	9.96383274	0,0,1e-05,0,0:0,0,1e-05,1e-05,0:0,0,0,0,1e-05:0,0,1e-05,0,0:0,0,0,1e-05,0	7e-06,1.2e-05,0.000456,0.000281,4.8e-05	84.77263275,45.80698006,80.99979956,52.69038166,0	1	100	100	647	5
sim384	0,0,0,0,1	3.15464,6.34208,5.74700,4.04258,4.46702	1000000,1000000,1000000,1000000,1000000	0.000000073566,0.000000147897,0.000000134020,0.000000094272,0.000000104170	.02292	.00040,.00040,.00040,.00040,.00040	499	.00063	100.00000996	328	17.65438896	0,7e-05,0,0,3e-05:0,0,0,0,4e-05:0,8e-05,0,0,4e-05:0,9e-05,1e-05,0,4e-05:0,9e-05,0,0,0	0.000156,0.020226,0.001007,0.000383,0.007153	58.92700814,27.06955229,60.08420335,33.70400468,0	1	100	100	23789	234
sim388	0,1,0,0,0	2.00072,3.40610,3.77906,2.96036,3.77726	1000000,1000000,1000000,1000000,1000000	0.000000076267,0.000000129840,0.000000144057,0.000000112848,0.000000143989	.03670	.00142,.00142,.00142,.00142,.00142	499	.00209	100.00000997	107	14.31964467	0,4e-05,4e-05,0,0:0,0,4e-05,0,1e-05:0,3e-05,0,1e-05,1e-05:0,3e-05,3e-05,0,1e-05:0,3e-05,4e-05,0,0	7.1e-05,0.002251,0.002725,0.000243,0.000647	55.98284127,0,46.09276439,10.99355498,37.08234707	1	100	100	4272	40
sim389	0,0,0,1,0	7.59494,4.87808,5.41682,7.07780,6.25820	1000000,1000000,1000000,1000000,1000000	0.000000120076,0.000000077122,0.000000085639,0.000000111900,0.000000098942	.01367	.00214,.00214,.00214,.00214,.00214	499	.00117	100.00000974	285	15.40713428	0,0,0,6e-05,1e-05:2e-05,0,0,8e-05,0:2e-05,0,0,9e-05,1e-05:2e-05,0,0,0,0:2e-05,1e-05,0,6e-05,0	0.00223,0.00029,0.000259,0.00706,0.000459	49.2366926,31.59215425,54.86289901,0,44.39067538	1	100	100	8802	89
sim393	1,0,0,0,0	6.84140,7.53338,4.94510,5.40092,6.20660	1000000,1000000,1000000,1000000,1000000	0.000000147226,0.000000162118,0.000000106418,0.000000116227,0.000000133566	.01668	.00484,.00484,.00484,.00484,.00484	499	.00137	100.00000998	499	13.17485459	0,1e-05,8e-05,1e-05,1e-05:1e-05,0,8e-05,0,1e-05:1e-05,2e-05,0,1e-05,1e-05:1e-05,2e-05,8e-05,0,2e-05:1e-05,2e-05,8e-05,1e-05,0	0.00147,0.002071,0.006547,0.000467,0.000822	0,55.25022519,5.72954051,43.99863486,45.23742929	0.8879	100	100	9334	91
sim395	0,0,0,0,1	5.95388,4.14914,6.69896,6.29942,2.98748	1000000,1000000,1000000,1000000,1000000	0.000000175282,0.000000122150,0.000000197217,0.000000185454,0.000000087951	.02534	.00410,.00410,.00410,.00410,.00410	499	.00199	100.00000999	499	11.11190439	0,2e-05,7e-05,6e-05,2e-05:0.00015,0,8e-05,6e-05,2e-05:0.00016,2e-05,0,4e-05,2e-05:0.00018,2e-05,7e-05,0,2e-05:0.00017,2e-05,8e-05,6e-05,0	0.013904,0.00104,0.0075,0.005368,0.000931	41.98793288,44.76052653,55.33156992,50.50848454,0	0.553829	100	100	23839	151
