sim_number	index_location_0,index_location_1,index_location_2,index_location_3,index_location_4	R_0_0,R_0_1,R_0_2,R_0_3,R_0_4	S_0_0,S_0_1,S_0_2,S_0_3,S_0_4	beta_0,beta_1,beta_2,beta_3,beta_4 	mu	sampling_rate_0,sampling_rate_1,sampling_rate_2,sampling_rate_3,sampling_rate_4	max_tips	mean_migration_rate	 tree_length	num_tips	mean_branch_length	loc0_imports_per_capita_from_0,loc0_imports_per_capita_from_1,loc0_imports_per_capita_from_2,loc0_imports_per_capita_from_3,loc0_imports_per_capita_from_4:loc1_imports_per_capita_from_0,loc1_imports_per_capita_from_1,loc1_imports_per_capita_from_2,loc1_imports_per_capita_from_3,loc1_imports_per_capita_from_4:loc2_imports_per_capita_from_0,loc2_imports_per_capita_from_1,loc2_imports_per_capita_from_2,loc2_imports_per_capita_from_3,loc2_imports_per_capita_from_4:loc3_imports_per_capita_from_0,loc3_imports_per_capita_from_1,loc3_imports_per_capita_from_2,loc3_imports_per_capita_from_3,loc3_imports_per_capita_from_4:loc4_imports_per_capita_from_0,loc4_imports_per_capita_from_1,loc4_imports_per_capita_from_2,loc4_imports_per_capita_from_3,loc4_imports_per_capita_from_4	 infections_per_capita_0,infections_per_capita_1,infections_per_capita_2,infections_per_capita_3,infections_per_capita_4	time_of_first_import_0,time_of_first_import_1,time_of_first_import_2,time_of_first_import_3,time_of_first_import_4	proportion_tips_sampled 	time_of_mass_sample	runtime	num_I_at_mass_sample_time	num_extant_sampled
sim153	0,0,0,1,0	4.69610,4.69610,4.69610,4.69610,4.69610	1000000,1000000,1000000,1000000,1000000	0.000000092372,0.000000092372,0.000000092372,0.000000092372,0.000000092372	.01817	.00150,.00150,.00150,.00150,.00150	499	.00358	100.00000989	200	19.71734855	0,6e-05,5e-05,0.00011,5e-05:7e-05,0,5e-05,0.00013,4e-05:7e-05,5e-05,0,1e-04,4e-05:5e-05,5e-05,6e-05,0,4e-05:6e-05,7e-05,3e-05,9e-05,0	0.001514,0.001393,0.001281,0.003,0.001149	27.3142893,8.69450705,22.93835712,0,20.10302989	1	100	100	6630	74
sim156	0,0,1,0,0	7.76120,7.76120,7.76120,7.76120,7.76120	1000000,1000000,1000000,1000000,1000000	0.000000090262,0.000000090262,0.000000090262,0.000000090262,0.000000090262	.01084	.00079,.00079,.00079,.00079,.00079	499	.00425	100.00000985	38	22.88134104	0,2e-05,4e-05,1e-05,1e-05:2e-05,0,4e-05,1e-05,1e-05:2e-05,3e-05,0,0,1e-05:1e-05,2e-05,3e-05,0,1e-05:1e-05,2e-05,3e-05,1e-05,0	0.000384,0.00046,0.000654,0.00017,0.000159	35.73540121,42.40433326,0,42.81980282,54.21848931	1	100	100	1593	21
sim157	0,0,0,1,0	6.07820,6.07820,6.07820,6.07820,6.07820	1000000,1000000,1000000,1000000,1000000	0.000000122050,0.000000122050,0.000000122050,0.000000122050,0.000000122050	.01794	.00214,.00214,.00214,.00214,.00214	499	.00218	100.00000968	38	15.26923538	0,1e-05,0,1e-05,0:0,0,1e-05,1e-05,0:0,1e-05,0,1e-05,0:0,0,0,0,0:0,0,0,2e-05,0	3.4e-05,0.00054,0.000169,0.000633,6.8e-05	59.8477211,46.27308032,48.1191867,0,64.33712296	1	100	100	1209	16
sim160	0,0,0,0,1	3.27242,3.27242,3.27242,3.27242,3.27242	1000000,1000000,1000000,1000000,1000000	0.000000086293,0.000000086293,0.000000086293,0.000000086293,0.000000086293	.02314	.00323,.00323,.00323,.00323,.00323	499	.00293	100.00000826	20	19.20898689	0,0,0,0,1e-05:0,0,0,0,1e-05:0,0,0,0,1e-05:0,0,0,0,1e-05:0,0,0,0,0	4.1e-05,2.9e-05,4e-05,8.8e-05,0.000245	47.56432014,15.04910871,26.44914534,42.85007756,0	1	100	100	296	5
sim163	1,0,0,0,0	6.85916,6.85916,6.85916,6.85916,6.85916	1000000,1000000,1000000,1000000,1000000	0.000000110638,0.000000110638,0.000000110638,0.000000110638,0.000000110638	.01388	.00225,.00225,.00225,.00225,.00225	499	.00266	100.00000991	100	14.51689211	0,0,2e-05,0,1e-05:4e-05,0,1e-05,1e-05,1e-05:5e-05,1e-05,0,1e-05,1e-05:6e-05,0,2e-05,0,0:6e-05,1e-05,2e-05,0,0	0.002299,0.000171,0.00068,0.000236,0.000281	0,50.44589465,45.95291214,44.73959798,66.38983839	1	100	100	3148	24
sim175	1,0,0,0,0	3.11804,3.11804,3.11804,3.11804,3.11804	1000000,1000000,1000000,1000000,1000000	0.000000103924,0.000000103924,0.000000103924,0.000000103924,0.000000103924	.02898	.00435,.00435,.00435,.00435,.00435	499	.00148	100.00000967	269	14.29431600	0,1e-05,1e-05,0,1e-05:6e-05,0,1e-05,0,1e-05:4e-05,0,0,0,1e-05:6e-05,0,1e-05,0,0:5e-05,0,1e-05,0,0	0.003961,0.000276,0.000923,0.000267,0.000509	0,36.16884877,30.03988468,35.40933275,33.51603848	1	100	100	4120	40
sim183	0,0,0,1,0	5.19380,5.19380,5.19380,5.19380,5.19380	1000000,1000000,1000000,1000000,1000000	0.000000083724,0.000000083724,0.000000083724,0.000000083724,0.000000083724	.01425	.00187,.00187,.00187,.00187,.00187	499	.00329	100.00000996	102	21.41097965	0,4e-05,3e-05,7e-05,1e-05:3e-05,0,2e-05,8e-05,1e-05:3e-05,2e-05,0,6e-05,1e-05:3e-05,3e-05,2e-05,0,1e-05:3e-05,2e-05,2e-05,5e-05,0	0.000827,0.000601,0.000544,0.001504,0.000244	26.12508612,29.88435102,44.72275401,0,30.45232232	1	100	100	3013	26
sim192	1,0,0,0,0	2.50460,2.50460,2.50460,2.50460,2.50460	1000000,1000000,1000000,1000000,1000000	0.000000108148,0.000000108148,0.000000108148,0.000000108148,0.000000108148	.03867	.00451,.00451,.00451,.00451,.00451	499	.00024	100.00000777	34	14.11489018	0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:0,0,0,0,0	0.000716,4.9e-05,0,6e-06,2e-06	0,49.69328895,-1,58.40120795,82.53467023	1	100	100	482	7
sim195	0,0,0,1,0	3.92282,3.92282,3.92282,3.92282,3.92282	1000000,1000000,1000000,1000000,1000000	0.000000123725,0.000000123725,0.000000123725,0.000000123725,0.000000123725	.02725	.00429,.00429,.00429,.00429,.00429	499	.00176	100.00000998	499	14.83037718	0,4e-05,3e-05,0.00016,2e-05:2e-05,0,3e-05,2e-04,2e-05:1e-05,3e-05,0,2e-04,3e-05:1e-05,3e-05,2e-05,0,2e-05:1e-05,3e-05,3e-05,2e-04,0	0.001002,0.002177,0.002486,0.013008,0.00166	47.17307867,37.82494379,41.7130789,0,49.44059169	0.614532	100	100	15008	74
sim199	0,0,1,0,0	4.50344,4.50344,4.50344,4.50344,4.50344	1000000,1000000,1000000,1000000,1000000	0.000000078134,0.000000078134,0.000000078134,0.000000078134,0.000000078134	.01344	.00391,.00391,.00391,.00391,.00391	499	.00061	100.00000927	21	22.22434807	0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:0,0,0,0,0	1.4e-05,1.4e-05,0.000359,3.2e-05,3.4e-05	74.50690926,45.90396753,0,27.3429898,16.75883476	1	100	100	342	3
sim201	1,0,0,0,0	3.01934,3.01934,3.01934,3.01934,3.01934	1000000,1000000,1000000,1000000,1000000	0.000000147887,0.000000147887,0.000000147887,0.000000147887,0.000000147887	.04827	.00071,.00071,.00071,.00071,.00071	499	.00358	100.00000998	499	18.82507672	0,0.00025,0.00014,0.00018,0.00021:0.00061,0,0.00017,0.00019,0.00017:0.00068,0.00023,0,0.00017,0.00019:0.00067,0.00023,0.00015,0,0.00017:0.00068,0.00025,0.00015,0.00017,0	0.02651,0.009905,0.006335,0.007611,0.00733	0,15.70630314,31.02257017,39.00474825,26.77093578	0.702817	100	100	38164	277
sim202	0,0,0,1,0	4.47362,4.47362,4.47362,4.47362,4.47362	1000000,1000000,1000000,1000000,1000000	0.000000138548,0.000000138548,0.000000138548,0.000000138548,0.000000138548	.02908	.00189,.00189,.00189,.00189,.00189	499	.00418	100.00000998	499	14.84397567	0,0.00015,0.00021,0.00024,2e-04:0.00011,0,0.00021,0.00023,0.00019:8e-05,0.00012,0,0.00023,0.00021:1e-04,0.00012,0.00024,0,0.00017:0.00011,0.00013,0.00023,0.00028,0	0.003232,0.004231,0.006827,0.008495,0.006381	41.05889673,37.69361131,33.0806004,0,26.98788948	0.772446	100	100	22491	183
sim203	0,1,0,0,0	2.80568,2.80568,2.80568,2.80568,2.80568	1000000,1000000,1000000,1000000,1000000	0.000000101369,0.000000101369,0.000000101369,0.000000101369,0.000000101369	.03518	.00095,.00095,.00095,.00095,.00095	499	.00452	100.00000945	26	24.18368555	0,3e-05,1e-05,2e-05,1e-05:2e-05,0,1e-05,2e-05,1e-05:1e-05,2e-05,0,2e-05,1e-05:1e-05,2e-05,1e-05,0,1e-05:1e-05,2e-05,1e-05,2e-05,0	0.00037,0.000437,0.000273,0.000528,0.000196	28.89026075,0,42.66838233,12.53324337,46.3421481	1	100	100	1166	8
sim207	1,0,0,0,0	5.17934,5.17934,5.17934,5.17934,5.17934	1000000,1000000,1000000,1000000,1000000	0.000000074530,0.000000074530,0.000000074530,0.000000074530,0.000000074530	.01010	.00429,.00429,.00429,.00429,.00429	499	.00064	100.00000770	23	21.85520223	0,0,0,0,0:1e-05,0,0,0,0:1e-05,0,0,0,0:0,0,0,0,0:0,0,0,0,0	0.000395,1.6e-05,8e-06,8e-06,3e-06	0,45.02966222,78.92338123,79.95744651,63.75557039	1	100	100	348	6
sim210	0,0,0,0,1	3.85232,3.85232,3.85232,3.85232,3.85232	1000000,1000000,1000000,1000000,1000000	0.000000103935,0.000000103935,0.000000103935,0.000000103935,0.000000103935	.02430	.00268,.00268,.00268,.00268,.00268	499	.00018	100.00000997	121	16.58378645	0,0,0,0,0:0,0,0,0,1e-05:0,0,0,0,0:0,0,0,0,0:0,0,0,0,0	2e-06,4.6e-05,5e-06,1.1e-05,0.003514	88.39196793,48.02498621,82.6767563,53.32362337,0	1	100	100	2655	27
sim216	0,1,0,0,0	3.31322,3.31322,3.31322,3.31322,3.31322	1000000,1000000,1000000,1000000,1000000	0.000000174175,0.000000174175,0.000000174175,0.000000174175,0.000000174175	.04915	.00342,.00342,.00342,.00342,.00342	499	.00131	100.00000976	499	14.38739422	0,0.00026,2e-05,5e-05,4e-05:2e-05,0,1e-05,6e-05,5e-05:2e-05,0.00026,0,4e-05,5e-05:2e-05,0.00024,2e-05,0,5e-05:1e-05,0.00027,1e-05,5e-05,0	0.003118,0.032191,0.00249,0.006963,0.006316	27.46574964,0,59.59794383,36.67692701,27.36751255	0.37128	100	100	35506	133
sim219	0,1,0,0,0	6.34610,6.34610,6.34610,6.34610,6.34610	1000000,1000000,1000000,1000000,1000000	0.000000091193,0.000000091193,0.000000091193,0.000000091193,0.000000091193	.01302	.00135,.00135,.00135,.00135,.00135	499	.00435	100.00000944	37	21.00107784	0,1e-05,0,1e-05,2e-05:3e-05,0,1e-05,1e-05,2e-05:2e-05,1e-05,0,2e-05,1e-05:2e-05,1e-05,1e-05,0,2e-05:2e-05,1e-05,1e-05,2e-05,0	0.000436,0.000202,0.000168,0.000279,0.000417	35.8421077,0,17.2501939,11.3120159,9.85412003	1	100	100	1280	15
sim220	1,0,0,0,0	3.28154,3.28154,3.28154,3.28154,3.28154	1000000,1000000,1000000,1000000,1000000	0.000000122532,0.000000122532,0.000000122532,0.000000122532,0.000000122532	.03604	.00130,.00130,.00130,.00130,.00130	499	.00364	100.00000941	85	19.26258516	0,3e-05,2e-05,3e-05,1e-05:6e-05,0,2e-05,3e-05,3e-05:5e-05,4e-05,0,3e-05,2e-05:5e-05,4e-05,1e-05,0,3e-05:6e-05,3e-05,1e-05,3e-05,0	0.001926,0.001162,0.000533,0.00102,0.00076	0,28.8870612,44.84964561,39.25238895,26.94806024	1	100	100	3662	32
sim224	0,1,0,0,0	6.39410,6.39410,6.39410,6.39410,6.39410	1000000,1000000,1000000,1000000,1000000	0.000000116308,0.000000116308,0.000000116308,0.000000116308,0.000000116308	.01393	.00426,.00426,.00426,.00426,.00426	499	.00052	100.00000964	413	12.48280884	0,4e-05,0,0,0:0,0,0,0,0:0,4e-05,0,0,0:0,4e-05,0,0,0:0,3e-05,0,0,0	6.8e-05,0.008113,0.000272,0.000103,0.000226	72.1999014,0,65.11729516,51.05898888,49.3907324	1	100	100	7368	70
sim225	0,0,0,0,1	4.72100,4.72100,4.72100,4.72100,4.72100	1000000,1000000,1000000,1000000,1000000	0.000000120291,0.000000120291,0.000000120291,0.000000120291,0.000000120291	.02089	.00459,.00459,.00459,.00459,.00459	499	.00185	100.00000993	375	11.72305822	0,0,1e-05,1e-05,7e-05:1e-05,0,0,1e-05,6e-05:2e-05,1e-05,0,1e-05,7e-05:1e-05,0,1e-05,0,8e-05:1e-05,1e-05,0,1e-05,0	0.000931,0.000529,0.000537,0.000608,0.004579	43.15061376,62.99984823,49.92813599,46.61842105,0	1	100	100	5688	64
sim226	0,0,1,0,0	4.39526,4.39526,4.39526,4.39526,4.39526	1000000,1000000,1000000,1000000,1000000	0.000000146669,0.000000146669,0.000000146669,0.000000146669,0.000000146669	.03129	.00208,.00208,.00208,.00208,.00208	499	.00245	100.00000999	499	14.46009808	0,9e-05,7e-05,7e-05,0.00029:4e-05,0,6e-05,7e-05,3e-04:4e-05,7e-05,0,7e-05,0.00029:4e-05,9e-05,8e-05,0,0.00027:3e-05,9e-05,6e-05,7e-05,0	0.002479,0.005202,0.004084,0.003915,0.017333	48.96065567,28.2332149,0,37.85615895,10.31784231	0.675237	100	100	25426	176
sim230	0,0,0,0,1	6.99542,6.99542,6.99542,6.99542,6.99542	1000000,1000000,1000000,1000000,1000000	0.000000107869,0.000000107869,0.000000107869,0.000000107869,0.000000107869	.01220	.00322,.00322,.00322,.00322,.00322	499	.00070	100.00000977	216	12.84033239	0,0,0,2e-05,1e-05:0,0,0,1e-05,2e-05:0,0,0,1e-05,2e-05:0,0,0,0,1e-05:0,0,0,1e-05,0	0.000266,6.1e-05,0.00013,0.00221,0.002473	51.68364578,41.7719842,34.19784967,22.90185471,0	1	100	100	4374	36
sim231	1,0,0,0,0	5.16194,5.16194,5.16194,5.16194,5.16194	1000000,1000000,1000000,1000000,1000000	0.000000125590,0.000000125590,0.000000125590,0.000000125590,0.000000125590	.02213	.00220,.00220,.00220,.00220,.00220	499	.00442	100.00000993	180	14.26504442	0,2e-05,3e-05,3e-05,4e-05:1e-04,0,1e-05,3e-05,4e-05:8e-05,2e-05,0,4e-05,3e-05:0.00011,3e-05,2e-05,0,3e-05:0.00012,3e-05,2e-05,4e-05,0	0.002915,0.000807,0.00061,0.00099,0.0012	0,41.57698605,21.15894737,58.80922689,51.82841577	1	100	100	5292	66
sim234	0,0,0,1,0	7.72676,7.72676,7.72676,7.72676,7.72676	1000000,1000000,1000000,1000000,1000000	0.000000124091,0.000000124091,0.000000124091,0.000000124091,0.000000124091	.01579	.00027,.00027,.00027,.00027,.00027	499	.00275	100.00000997	499	19.34132178	0,0.00013,0.00018,0.00046,0.00018:0.00013,0,0.00017,0.00048,0.00016:0.00015,0.00011,0,0.00047,0.00016:0.00012,0.00012,0.00017,0,0.00016:0.00011,0.00012,0.00018,0.00047,0	0.005248,0.005414,0.007731,0.021487,0.006611	7.72275039,27.0806085,31.70787391,0,34.20662939	0.976517	100	100	40382	402
sim235	0,0,1,0,0	3.31286,3.31286,3.31286,3.31286,3.31286	1000000,1000000,1000000,1000000,1000000	0.000000092064,0.000000092064,0.000000092064,0.000000092064,0.000000092064	.02513	.00266,.00266,.00266,.00266,.00266	499	.00048	100.00000950	102	16.60735820	0,0,1e-05,0,0:0,0,1e-05,0,0:0,0,0,0,0:0,0,1e-05,0,0:0,0,2e-05,0,0	2.2e-05,9.7e-05,0.002938,4.8e-05,6.6e-05	51.65545415,54.3678575,0,37.63827126,54.98636654	1	100	100	2266	20
sim239	0,1,0,0,0	3.77870,3.77870,3.77870,3.77870,3.77870	1000000,1000000,1000000,1000000,1000000	0.000000111962,0.000000111962,0.000000111962,0.000000111962,0.000000111962	.02690	.00273,.00273,.00273,.00273,.00273	499	.00457	100.00000950	371	15.42501086	0,0.00021,6e-05,9e-05,5e-05:6e-05,0,9e-05,5e-05,5e-05:5e-05,0.00023,0,5e-05,7e-05:7e-05,0.00023,6e-05,0,5e-05:7e-05,0.00022,7e-05,7e-05,0	0.001469,0.005373,0.001818,0.001514,0.001379	42.39432519,0,33.49123606,35.06992926,26.09702076	1	100	100	8502	90
sim242	0,1,0,0,0	3.49142,3.49142,3.49142,3.49142,3.49142	1000000,1000000,1000000,1000000,1000000	0.000000108932,0.000000108932,0.000000108932,0.000000108932,0.000000108932	.02630	.00490,.00490,.00490,.00490,.00490	499	.00279	100.00000989	499	15.64767954	0,0.00017,6e-05,6e-05,7e-05:6e-05,0,5e-05,6e-05,6e-05:4e-05,0.00015,0,6e-05,7e-05:4e-05,0.00017,5e-05,0,8e-05:5e-05,0.00015,7e-05,6e-05,0	0.001752,0.006305,0.002107,0.002572,0.00244	39.97445574,0,18.99741176,13.79363272,17.09544934	0.669799	100	100	11028	67
sim247	0,1,0,0,0	6.94340,6.94340,6.94340,6.94340,6.94340	1000000,1000000,1000000,1000000,1000000	0.000000103317,0.000000103317,0.000000103317,0.000000103317,0.000000103317	.01167	.00321,.00321,.00321,.00321,.00321	499	.00236	100.00000993	400	14.61615627	0,0.00016,1e-05,3e-05,2e-05:3e-05,0,2e-05,3e-05,2e-05:2e-05,0.00016,0,2e-05,1e-05:2e-05,0.00015,2e-05,0,1e-05:1e-05,0.00012,2e-05,2e-05,0	0.001073,0.005874,0.000851,0.00137,0.000745	36.48062722,0,38.02066523,38.07206313,31.95514512	1	100	100	8412	94
sim248	0,0,0,0,1	6.10094,6.10094,6.10094,6.10094,6.10094	1000000,1000000,1000000,1000000,1000000	0.000000085230,0.000000085230,0.000000085230,0.000000085230,0.000000085230	.01281	.00116,.00116,.00116,.00116,.00116	499	.00363	100.00000927	58	21.43049003	0,1e-05,3e-05,1e-05,4e-05:1e-05,0,3e-05,1e-05,4e-05:1e-05,2e-05,0,1e-05,3e-05:1e-05,1e-05,3e-05,0,3e-05:1e-05,1e-05,3e-05,1e-05,0	0.000234,0.000376,0.000661,0.000287,0.000794	50.76507424,23.24005165,7.82570788,20.51376578,0	1	100	100	1951	13
sim249	0,0,0,0,1	4.18208,4.18208,4.18208,4.18208,4.18208	1000000,1000000,1000000,1000000,1000000	0.000000127637,0.000000127637,0.000000127637,0.000000127637,0.000000127637	.02817	.00235,.00235,.00235,.00235,.00235	499	.00277	100.00000993	499	15.65574429	0,8e-05,5e-05,6e-05,0.00015:0.00017,0,7e-05,5e-05,0.00015:0.00018,6e-05,0,5e-05,0.00015:0.00021,9e-05,6e-05,0,0.00014:0.00018,8e-05,6e-05,5e-05,0	0.008455,0.003428,0.003099,0.002285,0.006952	16.947656,32.49071555,27.45731853,37.88624296,0	0.810065	100	100	18469	159
sim254	0,0,0,1,0	3.14402,3.14402,3.14402,3.14402,3.14402	1000000,1000000,1000000,1000000,1000000	0.000000139374,0.000000139374,0.000000139374,0.000000139374,0.000000139374	.04071	.00362,.00362,.00362,.00362,.00362	499	.00105	100.00000994	499	17.95193890	0,1e-05,1e-05,0.00031,2e-05:1e-05,0,1e-05,0.00034,2e-05:2e-05,2e-05,0,0.00032,3e-05:1e-05,2e-05,0,0,2e-05:2e-05,1e-05,2e-05,0.00036,0	0.001999,0.002475,0.00161,0.043334,0.00315	44.19402173,41.78394241,48.27568509,0,40.07185547	0.293875	100	100	35600	99
sim256	0,0,0,0,1	4.62086,4.62086,4.62086,4.62086,4.62086	1000000,1000000,1000000,1000000,1000000	0.000000076336,0.000000076336,0.000000076336,0.000000076336,0.000000076336	.01216	.00436,.00436,.00436,.00436,.00436	499	.00311	100.00000985	108	18.02544210	0,0,1e-05,1e-05,1e-05:3e-05,0,1e-05,1e-05,0:3e-05,0,0,1e-05,1e-05:3e-05,1e-05,1e-05,0,1e-05:2e-05,1e-05,1e-05,1e-05,0	0.000769,0.000222,0.00032,0.000287,0.000148	13.23732984,35.45278392,28.60302138,19.01962879,0	1	100	100	1359	14
sim259	1,0,0,0,0	7.35356,7.35356,7.35356,7.35356,7.35356	1000000,1000000,1000000,1000000,1000000	0.000000112435,0.000000112435,0.000000112435,0.000000112435,0.000000112435	.01096	.00433,.00433,.00433,.00433,.00433	499	.00350	100.00000817	61	12.30957484	0,1e-05,1e-05,0,0:1e-05,0,2e-05,0,0:1e-05,1e-05,0,0,0:1e-05,0,1e-05,0,0:1e-05,1e-05,1e-05,1e-05,0	0.000301,0.000189,0.000409,0.000206,6.9e-05	0,37.36579389,42.10126799,52.06571798,63.5547117	1	100	100	1039	14
sim262	0,0,0,1,0	3.28850,3.28850,3.28850,3.28850,3.28850	1000000,1000000,1000000,1000000,1000000	0.000000100233,0.000000100233,0.000000100233,0.000000100233,0.000000100233	.02741	.00307,.00307,.00307,.00307,.00307	499	.00492	100.00000955	135	15.91600011	0,4e-05,4e-05,2e-05,4e-05:4e-05,0,6e-05,3e-05,3e-05:4e-05,3e-05,0,3e-05,3e-05:4e-05,3e-05,5e-05,0,3e-05:3e-05,4e-05,5e-05,3e-05,0	7e-04,0.000777,0.000928,0.000532,0.000541	27.07007373,26.02440868,3.21877051,0,32.09412522	1	100	100	2423	18
sim268	0,0,0,1,0	7.26002,7.26002,7.26002,7.26002,7.26002	1000000,1000000,1000000,1000000,1000000	0.000000116087,0.000000116087,0.000000116087,0.000000116087,0.000000116087	.01323	.00276,.00276,.00276,.00276,.00276	499	.00028	100.00000991	499	18.37265578	0,0,0,9e-05,0:0,0,0,9e-05,0:0,0,0,9e-05,0:0,0,0,0,0:0,0,0,8e-05,0	0.00037,0.00046,0.000547,0.037337,0.000434	56.17170425,32.60862933,51.42857729,0,62.81309449	0.379179	100	100	33629	119
sim277	0,0,0,0,1	4.54868,4.54868,4.54868,4.54868,4.54868	1000000,1000000,1000000,1000000,1000000	0.000000140053,0.000000140053,0.000000140053,0.000000140053,0.000000140053	.02714	.00365,.00365,.00365,.00365,.00365	499	.00285	100.00000985	499	12.87467326	0,4e-05,7e-05,9e-05,0.00018:8e-05,0,5e-05,8e-05,0.00017:8e-05,6e-05,0,9e-05,0.00016:8e-05,4e-05,6e-05,0,0.00017:7e-05,5e-05,6e-05,1e-04,0	0.003738,0.002372,0.002811,0.004221,0.008334	35.51902456,49.18301171,37.78881221,23.29985307,0	0.670699	100	100	16618	96
sim278	1,0,0,0,0	5.70062,5.70062,5.70062,5.70062,5.70062	1000000,1000000,1000000,1000000,1000000	0.000000102668,0.000000102668,0.000000102668,0.000000102668,0.000000102668	.01510	.00291,.00291,.00291,.00291,.00291	499	.00315	100.00000931	181	15.80803928	0,9e-05,2e-05,2e-05,2e-05:1e-05,0,2e-05,2e-05,2e-05:1e-05,9e-05,0,1e-05,1e-05:2e-05,0.00011,2e-05,0,1e-05:3e-05,1e-04,1e-05,2e-05,0	0.000565,0.003162,0.000586,0.000619,0.000405	0,10.40945967,35.65860771,43.44362934,54.26306016	1	100	100	4432	48
sim279	1,0,0,0,0	5.78432,5.78432,5.78432,5.78432,5.78432	1000000,1000000,1000000,1000000,1000000	0.000000117421,0.000000117421,0.000000117421,0.000000117421,0.000000117421	.01750	.00280,.00280,.00280,.00280,.00280	499	.00455	100.00000996	350	13.43608091	0,3e-05,7e-05,7e-05,6e-05:0.00015,0,6e-05,1e-04,7e-05:0.00013,6e-05,0,8e-05,6e-05:0.00015,5e-05,5e-05,0,5e-05:0.00014,4e-05,6e-05,8e-05,0	0.003696,0.001176,0.001605,0.002315,0.001527	0,41.86790816,49.45964097,34.91854787,37.9837549	1	100	100	8572	104
sim280	0,0,1,0,0	2.39588,2.39588,2.39588,2.39588,2.39588	1000000,1000000,1000000,1000000,1000000	0.000000117469,0.000000117469,0.000000117469,0.000000117469,0.000000117469	.04638	.00265,.00265,.00265,.00265,.00265	499	.00315	100.00000915	57	16.88472317	0,1e-05,2e-05,0,0:0,0,2e-05,0,0:0,1e-05,0,0,0:0,0,2e-05,0,0:0,2e-05,2e-05,0,0	6.9e-05,0.000418,0.000886,0.000103,6.7e-05	33.97601436,37.25822584,0,29.29957816,42.27131501	1	100	100	869	18
sim282	0,0,1,0,0	2.94188,2.94188,2.94188,2.94188,2.94188	1000000,1000000,1000000,1000000,1000000	0.000000077224,0.000000077224,0.000000077224,0.000000077224,0.000000077224	.02298	.00327,.00327,.00327,.00327,.00327	499	.00302	100.00000989	31	20.06796890	0,0,1e-05,0,0:0,0,1e-05,0,0:0,0,0,0,0:0,0,1e-05,0,0:0,0,0,0,0	8e-06,3.3e-05,0.000349,9.2e-05,9e-06	76.8241254,32.80025334,0,42.95459157,74.38099759	1	100	100	341	12
sim284	0,0,0,0,1	2.99246,2.99246,2.99246,2.99246,2.99246	1000000,1000000,1000000,1000000,1000000	0.000000144416,0.000000144416,0.000000144416,0.000000144416,0.000000144416	.04415	.00411,.00411,.00411,.00411,.00411	499	.00435	100.00000994	499	13.21601986	0,8e-05,9e-05,8e-05,0.00028:0.00012,0,7e-05,9e-05,0.00031:0.00014,8e-05,0,0.00011,0.00029:0.00013,8e-05,8e-05,0,0.00027:0.00013,7e-05,8e-05,1e-04,0	0.004607,0.002712,0.00292,0.003033,0.009343	29.78558044,40.9909543,37.30081641,39.7953136,0	0.638924	100	100	15107	99
sim285	0,0,0,0,1	7.08878,7.08878,7.08878,7.08878,7.08878	1000000,1000000,1000000,1000000,1000000	0.000000116255,0.000000116255,0.000000116255,0.000000116255,0.000000116255	.01444	.00196,.00196,.00196,.00196,.00196	499	.00125	100.00000982	130	14.73607031	0,1e-05,0,1e-05,5e-05:0,0,0,1e-05,3e-05:0,1e-05,0,0,4e-05:0,0,0,0,4e-05:0,0,0,0,0	0.000219,0.000618,0.000385,0.000531,0.003411	42.09356292,48.4912926,62.88417495,44.64049956,0	1	100	100	4416	38
sim291	1,0,0,0,0	7.24502,7.24502,7.24502,7.24502,7.24502	1000000,1000000,1000000,1000000,1000000	0.000000115268,0.000000115268,0.000000115268,0.000000115268,0.000000115268	.01294	.00297,.00297,.00297,.00297,.00297	499	.00324	100.00000996	499	16.38716602	0,1e-04,8e-05,1e-04,0.00028:0.00017,0,9e-05,1e-04,0.00026:0.00018,9e-05,0,1e-04,0.00028:0.00018,1e-04,0.00011,0,0.00027:2e-04,0.00012,1e-04,1e-04,0	0.006411,0.003716,0.003527,0.003498,0.009758	0,35.61224844,37.45378807,35.95744292,17.20986305	0.56448	100	100	23271	126
sim298	1,0,0,0,0	5.06816,5.06816,5.06816,5.06816,5.06816	1000000,1000000,1000000,1000000,1000000	0.000000124321,0.000000124321,0.000000124321,0.000000124321,0.000000124321	.02380	.00073,.00073,.00073,.00073,.00073	499	.00282	100.00000996	499	18.65123168	0,2e-04,0.00016,0.00014,0.00011:3e-04,0,0.00014,0.00013,9e-05:0.00029,2e-04,0,0.00014,0.00011:0.00032,0.00019,0.00014,0,1e-04:0.00028,0.00022,0.00016,0.00014,0	0.012912,0.008604,0.006172,0.006061,0.004349	0,11.81868042,14.13547594,6.96458197,11.50121528	0.950476	100	100	30639	293
